cpu_usage_x,mem_usage_x,net_in_rate_x,net_out_rate_x,disk_in_rate_x,disk_out_rate_x,cpu_usage_y,mem_usage_y,net_in_rate_y,net_out_rate_y,disk_in_rate_y,disk_out_rate_y,avg_lat
3.39,9.77,158.97,346.89,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.9632136818018164
3.39,9.77,158.99,346.93,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.8969061938855885
3.39,9.77,159.01,346.97,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.713417839544358
3.4,9.77,159.03,347.01,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.7124795991650952
3.39,9.77,159.0,347.0,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,1.0
3.39,9.77,158.96,347.0,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.8726488829313034
3.39,9.77,158.93,346.99,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,1.0
3.39,9.77,158.89,346.99,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,1.0
3.39,9.77,158.86,346.98,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,1.0
3.4,9.77,158.7,347.19,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,1.0
3.4,9.77,158.54,347.4,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,1.0
3.4,9.77,158.39,347.6,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,1.0
3.4,9.77,158.23,347.81,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,1.0
3.4,9.77,158.07,348.02,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,1.0
3.4,9.77,158.22,347.96,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,1.0
3.39,9.77,158.37,347.9,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,1.0
3.39,9.77,158.52,347.84,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.877614366448121
3.38,9.77,158.67,347.78,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,1.0
3.37,9.77,158.82,347.72,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.6788249433865357
3.37,9.77,158.76,347.68,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,1.0
3.37,9.77,158.7,347.65,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.7904111704452511
3.37,9.77,158.65,347.61,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.9460593254541529
3.37,9.77,158.59,347.58,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.9340867172889639
3.37,9.77,158.54,347.54,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.8476275072599214
3.38,9.77,158.63,347.43,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.9852735112096671
3.38,9.77,158.73,347.31,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.9868137110170723
3.38,9.77,158.83,347.2,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.8936992230129022
3.38,9.77,158.93,347.08,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.9388533394421721
3.39,9.77,159.03,346.97,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.9116364479648494
3.39,9.77,159.06,346.89,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.8361493780342388
3.39,9.77,159.1,346.82,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,1.0
3.39,9.77,159.13,346.74,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.974863322365463
3.39,9.77,159.17,346.67,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,1.0
3.39,9.77,159.2,346.59,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.8478733548832091
3.39,9.77,159.24,346.57,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.9856085611587421
3.4,9.77,159.29,346.55,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.9652945413670749
3.4,9.77,159.33,346.52,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.8091313614599902
3.4,9.77,159.38,346.5,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.8458595074588904
3.4,9.77,159.43,346.48,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.9239087200915451
3.4,9.77,159.32,346.61,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.808363051671536
3.4,9.77,159.22,346.74,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.9989285743867342
3.4,9.77,159.11,346.87,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.9753859891684407
3.39,9.77,159.01,347.0,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.808277369729282
3.39,9.77,158.9,347.13,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.9592188727035263
3.4,9.77,158.79,347.3,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.958313797350473
3.4,9.77,158.67,347.47,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.9595393053162768
3.41,9.77,158.55,347.64,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,1.0
3.41,9.77,158.44,347.81,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,1.0
3.41,9.77,158.32,347.98,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,1.0
3.41,9.77,158.38,347.91,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,1.0
3.41,9.77,158.45,347.84,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.9238717644818586
3.4,9.77,158.51,347.77,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,1.0
3.4,9.77,158.57,347.71,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,1.0
3.39,9.77,158.64,347.64,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,1.0
3.39,9.77,158.73,347.52,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,1.0
3.39,9.77,158.82,347.4,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.9801986733067553
3.38,9.77,158.91,347.28,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.8661579471854713
3.38,9.77,159.0,347.16,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,1.0
3.38,9.77,159.09,347.04,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.9962171729852674
3.38,9.77,158.99,347.07,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.801477804313757
3.38,9.77,158.88,347.09,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.8081884641085105
3.38,9.77,158.78,347.12,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.9623952980346594
3.38,9.77,158.68,347.14,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,1.0
3.39,9.77,158.58,347.17,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.8225269754341422
3.39,9.77,158.65,347.11,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,1.0
3.39,9.77,158.72,347.05,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.95637995731583
3.38,9.77,158.8,346.99,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.8052246275929446
3.38,9.77,158.87,346.93,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,1.0
3.38,9.77,158.95,346.87,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.9581279025061699
3.39,9.77,158.97,346.96,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.8010643484475184
3.39,9.77,158.99,347.05,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.8976509350513429
3.39,9.77,159.01,347.14,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.8294453952745355
3.4,9.77,159.02,347.22,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.9729116524938154
3.4,9.77,159.04,347.31,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.8247095625697294
3.4,9.77,158.96,347.35,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.9193999959638427
3.4,9.77,158.87,347.38,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.9076776267864964
3.4,9.77,158.78,347.42,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.8451560450296347
3.4,9.77,158.69,347.45,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.9471232939742555
3.4,9.77,158.6,347.49,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.9500164298102443
3.4,9.77,158.68,347.42,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.859735925723778
3.4,9.77,158.76,347.35,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.9052754653451865
3.4,9.77,158.84,347.28,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.9105777416398151
3.4,9.77,158.92,347.22,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.9938748357725952
3.4,9.77,159.0,347.15,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.8024048483837793
3.4,9.77,158.98,347.15,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.9805359196534189
3.4,9.77,158.96,347.15,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,1.0
3.4,9.77,158.94,347.14,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,1.0
3.4,9.77,158.92,347.14,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,1.0
3.4,9.77,158.9,347.14,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,1.0
3.4,9.77,158.76,347.34,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,1.0
3.4,9.77,158.61,347.54,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,1.0
3.4,9.77,158.47,347.74,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,1.0
3.4,9.77,158.32,347.94,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,1.0
3.4,9.77,158.18,348.15,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,1.0
3.39,9.77,158.32,347.91,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,1.0
3.38,9.77,158.47,347.68,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.9352849843856222
3.37,9.77,158.61,347.44,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,1.0
3.36,9.77,158.75,347.21,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.9065455516700737
3.35,9.77,158.9,346.98,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.9835586588232209
3.36,9.77,158.85,346.99,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.9046003816855519
3.37,9.77,158.81,347.01,0.0,0.0,55.0,246.64,1000.0,1000.0,200.0,200.0,0.845634538752071
