1706414707Connecting to host 11.11.11.16, port 5201
1706414708[  5] local 172.17.0.2 port 41796 connected to 11.11.11.16 port 5201
1706414709[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
1706417867[  5]  95.00-96.00  sec  93.2 MBytes   782 Mbits/sec    0    700 KBytes       
1706417868[  5]  96.00-97.00  sec  93.2 MBytes   782 Mbits/sec   45    588 KBytes       
1706417869[  5]  97.00-98.00  sec  93.1 MBytes   781 Mbits/sec    0    703 KBytes       
1706417870[  5]  98.00-99.00  sec  93.1 MBytes   781 Mbits/sec   45    594 KBytes       
1706417871[  5]  99.00-100.00 sec  93.1 MBytes   781 Mbits/sec    0    703 KBytes       
1706417872[  5] 100.00-101.00 sec  93.2 MBytes   782 Mbits/sec   22    595 KBytes       
1706417873[  5] 101.00-102.00 sec  93.1 MBytes   781 Mbits/sec   19    513 KBytes       
1706417874[  5] 102.00-103.00 sec  93.0 MBytes   780 Mbits/sec    0    639 KBytes       
1706417875[  5] 103.00-104.00 sec  93.0 MBytes   780 Mbits/sec    0    742 KBytes       
1706417876[  5] 104.00-105.00 sec  93.1 MBytes   781 Mbits/sec   45    639 KBytes       
1706417877[  5] 105.00-106.00 sec  93.1 MBytes   781 Mbits/sec   45    520 KBytes       
1706417878[  5] 106.00-107.00 sec  93.1 MBytes   781 Mbits/sec    0    643 KBytes       
1706417879[  5] 107.00-108.00 sec  93.1 MBytes   781 Mbits/sec    0    748 KBytes       
1706417880[  5] 108.00-109.00 sec  93.2 MBytes   782 Mbits/sec   45    642 KBytes       
1706417881[  5] 109.00-110.00 sec  93.0 MBytes   780 Mbits/sec    0    747 KBytes       
1706417882[  5] 110.00-111.00 sec  93.2 MBytes   782 Mbits/sec   30    641 KBytes       
1706417883[  5] 111.00-112.00 sec  93.0 MBytes   780 Mbits/sec    0    744 KBytes       
1706417884[  5] 112.00-113.00 sec  93.1 MBytes   781 Mbits/sec   45    600 KBytes       
1706417885[  5] 113.00-114.00 sec  93.1 MBytes   781 Mbits/sec    0    710 KBytes       
1706417886[  5] 114.00-115.00 sec  93.2 MBytes   782 Mbits/sec   45    600 KBytes       
1706417887[  5] 115.00-116.00 sec  93.2 MBytes   782 Mbits/sec    0    711 KBytes       
1706417888[  5] 116.00-117.00 sec  93.2 MBytes   782 Mbits/sec   45    602 KBytes       
1706417889[  5] 117.00-118.00 sec  93.2 MBytes   782 Mbits/sec    0    713 KBytes       
1706417890[  5] 118.00-119.00 sec  93.0 MBytes   780 Mbits/sec   45    594 KBytes       
1706417891[  5] 119.00-120.00 sec  93.0 MBytes   780 Mbits/sec    0    706 KBytes       
1706417892[  5] 120.00-121.00 sec  93.1 MBytes   781 Mbits/sec   25    595 KBytes       
1706417893[  5] 121.00-122.00 sec  93.2 MBytes   782 Mbits/sec    0    707 KBytes       
1706417894[  5] 122.00-123.00 sec  93.1 MBytes   781 Mbits/sec   45    598 KBytes       
1706417895[  5] 123.00-124.00 sec  93.4 MBytes   783 Mbits/sec    0    710 KBytes       
1706417896[  5] 124.00-125.00 sec  93.2 MBytes   782 Mbits/sec   45    602 KBytes       
1706417897[  5] 125.00-126.00 sec  93.2 MBytes   782 Mbits/sec    0    711 KBytes       
1706417898[  5] 126.00-127.00 sec  93.4 MBytes   783 Mbits/sec   45    600 KBytes       
1706417899[  5] 127.00-128.00 sec  93.1 MBytes   781 Mbits/sec    0    711 KBytes       
1706417900[  5] 128.00-129.00 sec  93.0 MBytes   780 Mbits/sec   45    588 KBytes       
1706417901[  5] 129.00-130.00 sec  93.4 MBytes   783 Mbits/sec    0    700 KBytes       
1706417902[  5] 130.00-131.00 sec  93.1 MBytes   781 Mbits/sec   45    594 KBytes       
1706417903[  5] 131.00-132.00 sec  93.1 MBytes   781 Mbits/sec    0    706 KBytes       
1706417904[  5] 132.00-133.00 sec  93.4 MBytes   783 Mbits/sec   45    600 KBytes       
1706417905[  5] 133.00-134.00 sec  93.1 MBytes   781 Mbits/sec    0    708 KBytes       
1706417906[  5] 134.00-135.00 sec  93.2 MBytes   782 Mbits/sec   45    601 KBytes       
1706417907[  5] 135.00-136.00 sec  93.0 MBytes   780 Mbits/sec    0    708 KBytes       
1706417908[  5] 136.00-137.00 sec  93.2 MBytes   782 Mbits/sec   19    600 KBytes       
1706417909[  5] 137.00-138.00 sec  93.0 MBytes   780 Mbits/sec    0    710 KBytes       
1706417910[  5] 138.00-139.00 sec  93.1 MBytes   781 Mbits/sec   36    601 KBytes       
1706417911[  5] 139.00-140.00 sec  93.0 MBytes   780 Mbits/sec    0    708 KBytes       
1706417912[  5] 140.00-141.00 sec  93.1 MBytes   781 Mbits/sec    1    592 KBytes       
1706417913[  5] 141.00-142.00 sec  93.5 MBytes   784 Mbits/sec    0    703 KBytes       
1706417914[  5] 142.00-143.00 sec  93.1 MBytes   781 Mbits/sec   37    592 KBytes       
1706417915[  5] 143.00-144.00 sec  93.1 MBytes   781 Mbits/sec    0    703 KBytes       
1706417916[  5] 144.00-145.00 sec  93.1 MBytes   781 Mbits/sec   14    591 KBytes       
1706417917[  5] 145.00-146.00 sec  93.4 MBytes   783 Mbits/sec    0    704 KBytes       
1706417918[  5] 146.00-147.00 sec  93.0 MBytes   780 Mbits/sec   24    591 KBytes       
1706417919[  5] 147.00-148.00 sec  93.0 MBytes   780 Mbits/sec    0    701 KBytes       
1706417920[  5] 148.00-149.00 sec  93.2 MBytes   782 Mbits/sec   45    588 KBytes       
1706417921[  5] 149.00-150.00 sec  93.1 MBytes   781 Mbits/sec    0    699 KBytes       
1706417922[  5] 150.00-151.00 sec  93.1 MBytes   781 Mbits/sec   37    584 KBytes       
1706417923[  5] 151.00-152.00 sec  93.2 MBytes   782 Mbits/sec    0    699 KBytes       
1706417924[  5] 152.00-153.00 sec  93.2 MBytes   782 Mbits/sec   17    574 KBytes       
1706417925[  5] 153.00-154.00 sec  93.1 MBytes   781 Mbits/sec    0    690 KBytes       
1706417926[  5] 154.00-155.00 sec  93.0 MBytes   780 Mbits/sec   45    577 KBytes       
1706417927[  5] 155.00-156.00 sec  93.2 MBytes   782 Mbits/sec    0    689 KBytes       
1706417928[  5] 156.00-157.00 sec  93.2 MBytes   782 Mbits/sec   45    577 KBytes       
1706417929[  5] 157.00-158.00 sec  93.0 MBytes   780 Mbits/sec    0    690 KBytes       
1706417930[  5] 158.00-159.00 sec  93.1 MBytes   781 Mbits/sec   45    581 KBytes       
1706417931[  5] 159.00-160.00 sec  93.1 MBytes   781 Mbits/sec    0    693 KBytes       
1706417932[  5] 160.00-161.00 sec  93.2 MBytes   782 Mbits/sec   32    581 KBytes       
1706417933[  5] 161.00-162.00 sec  93.2 MBytes   782 Mbits/sec    0    694 KBytes       
1706417934[  5] 162.00-163.00 sec  93.1 MBytes   781 Mbits/sec   45    583 KBytes       
1706417935[  5] 163.00-164.00 sec  93.1 MBytes   781 Mbits/sec    0    696 KBytes       
1706417936[  5] 164.00-165.00 sec  93.2 MBytes   782 Mbits/sec   28    583 KBytes       
1706417937[  5] 165.00-166.00 sec  93.1 MBytes   781 Mbits/sec    0    694 KBytes       
1706417938[  5] 166.00-167.00 sec  93.2 MBytes   782 Mbits/sec   45    590 KBytes       
1706417939[  5] 167.00-168.00 sec  93.1 MBytes   781 Mbits/sec    0    701 KBytes       
1706417940[  5] 168.00-169.00 sec  93.2 MBytes   782 Mbits/sec   45    592 KBytes       
1706417941[  5] 169.00-170.00 sec  93.1 MBytes   781 Mbits/sec    0    704 KBytes       
1706417942[  5] 170.00-171.00 sec  93.1 MBytes   781 Mbits/sec   21    592 KBytes       
1706417943[  5] 171.00-172.00 sec  93.1 MBytes   781 Mbits/sec    0    704 KBytes       
1706417944[  5] 172.00-173.00 sec  93.2 MBytes   782 Mbits/sec   45    594 KBytes       
1706417945[  5] 173.00-174.00 sec  93.2 MBytes   782 Mbits/sec    0    706 KBytes       
1706417946[  5] 174.00-175.00 sec  93.2 MBytes   782 Mbits/sec   45    584 KBytes       
1706417947[  5] 175.00-176.00 sec  93.1 MBytes   781 Mbits/sec    0    697 KBytes       
1706417948[  5] 176.00-177.00 sec  93.2 MBytes   782 Mbits/sec   45    578 KBytes       
1706417949[  5] 177.00-178.00 sec  93.1 MBytes   781 Mbits/sec    0    691 KBytes       
1706417950[  5] 178.00-179.00 sec  93.2 MBytes   782 Mbits/sec   45    577 KBytes       
1706417951[  5] 179.00-180.00 sec  93.1 MBytes   781 Mbits/sec    0    690 KBytes       
1706417951- - - - - - - - - - - - - - - - - - - - - - - - -
1706417951[ ID] Interval           Transfer     Bitrate         Retr
1706417951[  5]   0.00-180.00 sec  16.4 GBytes   782 Mbits/sec  3878             sender
1706417951[  5]   0.00-180.04 sec  16.4 GBytes   781 Mbits/sec                  receiver
1706417951
1706417951iperf Done.
1706417951Connecting to host 11.11.11.16, port 5201
1706417951[  5] local 172.17.0.2 port 46422 connected to 11.11.11.16 port 5201
1706417952[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
1706417952[  5]   0.00-1.00   sec  95.8 MBytes   804 Mbits/sec   90    667 KBytes       
1706417953[  5]   1.00-2.00   sec  93.2 MBytes   782 Mbits/sec   37    556 KBytes       
1706417954[  5]   2.00-3.00   sec  93.1 MBytes   781 Mbits/sec    0    672 KBytes       
1706417955[  5]   3.00-4.00   sec  93.2 MBytes   782 Mbits/sec   45    553 KBytes       
1706417956[  5]   4.00-5.00   sec  93.0 MBytes   780 Mbits/sec    0    670 KBytes       
1706417957[  5]   5.00-6.00   sec  93.2 MBytes   782 Mbits/sec   45    553 KBytes       
1706417958[  5]   6.00-7.00   sec  93.4 MBytes   783 Mbits/sec    0    672 KBytes       
1706417959[  5]   7.00-8.00   sec  93.1 MBytes   781 Mbits/sec   45    556 KBytes       
1706417960[  5]   8.00-9.00   sec  93.1 MBytes   781 Mbits/sec    0    676 KBytes       
1706417961[  5]   9.00-10.00  sec  92.9 MBytes   779 Mbits/sec   15    554 KBytes       
1706417962[  5]  10.00-11.00  sec  93.2 MBytes   782 Mbits/sec    0    673 KBytes       
1706417963[  5]  11.00-12.00  sec  93.1 MBytes   781 Mbits/sec   45    559 KBytes       
1706417964[  5]  12.00-13.00  sec  93.1 MBytes   781 Mbits/sec    0    677 KBytes       
1706417965[  5]  13.00-14.00  sec  93.2 MBytes   782 Mbits/sec   45    563 KBytes       
1706417966[  5]  14.00-15.00  sec  93.0 MBytes   780 Mbits/sec    0    680 KBytes       
1706417967[  5]  15.00-16.00  sec  93.1 MBytes   781 Mbits/sec    5    566 KBytes       
1706417968[  5]  16.00-17.00  sec  93.4 MBytes   783 Mbits/sec    0    682 KBytes       
1706417969[  5]  17.00-18.00  sec  93.1 MBytes   781 Mbits/sec   26    570 KBytes       
1706417970[  5]  18.00-19.00  sec  93.1 MBytes   781 Mbits/sec    0    683 KBytes       
1706417971[  5]  19.00-20.00  sec  93.0 MBytes   780 Mbits/sec   45    576 KBytes       
1706417972[  5]  20.00-21.00  sec  93.1 MBytes   781 Mbits/sec    0    689 KBytes       
1706417973[  5]  21.00-22.00  sec  93.2 MBytes   782 Mbits/sec   45    570 KBytes       
1706417974[  5]  22.00-23.00  sec  93.2 MBytes   782 Mbits/sec    0    687 KBytes       
1706417975[  5]  23.00-24.00  sec  93.2 MBytes   782 Mbits/sec   38    578 KBytes       
1706417976[  5]  24.00-25.00  sec  93.1 MBytes   781 Mbits/sec    0    691 KBytes       
1706417977[  5]  25.00-26.00  sec  93.2 MBytes   782 Mbits/sec   45    580 KBytes       
1706417978[  5]  26.00-27.00  sec  93.2 MBytes   782 Mbits/sec    0    693 KBytes       
1706417979[  5]  27.00-28.00  sec  93.2 MBytes   782 Mbits/sec   25    583 KBytes       
1706417980[  5]  28.00-29.00  sec  93.0 MBytes   780 Mbits/sec    0    696 KBytes       
1706417981[  5]  29.00-30.00  sec  93.1 MBytes   781 Mbits/sec   28    587 KBytes       
1706417982[  5]  30.00-31.00  sec  93.2 MBytes   782 Mbits/sec    0    699 KBytes       
1706417983[  5]  31.00-32.00  sec  93.1 MBytes   781 Mbits/sec   45    588 KBytes       
1706417984[  5]  32.00-33.00  sec  93.2 MBytes   782 Mbits/sec    0    700 KBytes       
1706417985[  5]  33.00-34.00  sec  93.2 MBytes   782 Mbits/sec   45    597 KBytes       
1706417986[  5]  34.00-35.00  sec  93.2 MBytes   782 Mbits/sec    0    706 KBytes       
1706417987[  5]  35.00-36.00  sec  93.0 MBytes   780 Mbits/sec   45    597 KBytes       
1706417988[  5]  36.00-37.00  sec  93.1 MBytes   781 Mbits/sec    0    708 KBytes       
1706417989[  5]  37.00-38.00  sec  93.2 MBytes   782 Mbits/sec   45    597 KBytes       
1706417990[  5]  38.00-39.00  sec  93.1 MBytes   781 Mbits/sec    0    708 KBytes       
1706417991[  5]  39.00-40.00  sec  93.2 MBytes   782 Mbits/sec   45    601 KBytes       
1706417992[  5]  40.00-41.00  sec  93.2 MBytes   782 Mbits/sec    0    711 KBytes       
1706417993[  5]  41.00-42.00  sec  93.0 MBytes   780 Mbits/sec   45    602 KBytes       
1706417994[  5]  42.00-43.00  sec  93.2 MBytes   782 Mbits/sec    0    713 KBytes       
1706417995[  5]  43.00-44.00  sec  93.4 MBytes   783 Mbits/sec   45    604 KBytes       
1706417996[  5]  44.00-45.00  sec  93.2 MBytes   782 Mbits/sec    0    713 KBytes       
1706417997[  5]  45.00-46.00  sec  93.2 MBytes   782 Mbits/sec   45    604 KBytes       
1706417998[  5]  46.00-47.00  sec  93.2 MBytes   782 Mbits/sec    0    716 KBytes       
1706417999[  5]  47.00-48.00  sec  93.0 MBytes   780 Mbits/sec   45    607 KBytes       
1706418000[  5]  48.00-49.00  sec  93.1 MBytes   781 Mbits/sec    0    717 KBytes       
1706418001[  5]  49.00-50.00  sec  93.2 MBytes   782 Mbits/sec   45    608 KBytes       
1706418002[  5]  50.00-51.00  sec  93.0 MBytes   780 Mbits/sec    0    717 KBytes       
1706418003[  5]  51.00-52.00  sec  93.2 MBytes   782 Mbits/sec   25    605 KBytes       
1706418004[  5]  52.00-53.00  sec  93.1 MBytes   781 Mbits/sec    0    716 KBytes       
1706418005[  5]  53.00-54.00  sec  93.1 MBytes   781 Mbits/sec   29    608 KBytes       
1706418006[  5]  54.00-55.00  sec  93.2 MBytes   782 Mbits/sec    0    717 KBytes       
1706418007[  5]  55.00-56.00  sec  93.1 MBytes   781 Mbits/sec   45    612 KBytes       
1706418008[  5]  56.00-57.00  sec  93.1 MBytes   781 Mbits/sec    0    720 KBytes       
1706418009[  5]  57.00-58.00  sec  93.2 MBytes   782 Mbits/sec   45    612 KBytes       
1706418010[  5]  58.00-59.00  sec  93.1 MBytes   781 Mbits/sec    0    723 KBytes       
1706418011[  5]  59.00-60.00  sec  93.1 MBytes   781 Mbits/sec   43    614 KBytes       
1706418012[  5]  60.00-61.00  sec  93.4 MBytes   783 Mbits/sec    0    723 KBytes       
1706418013[  5]  61.00-62.00  sec  93.0 MBytes   780 Mbits/sec   45    608 KBytes       
1706418014[  5]  62.00-63.00  sec  93.2 MBytes   782 Mbits/sec    0    718 KBytes       
1706418015[  5]  63.00-64.00  sec  93.1 MBytes   781 Mbits/sec   35    612 KBytes       
1706418016[  5]  64.00-65.00  sec  93.1 MBytes   781 Mbits/sec    0    721 KBytes       
1706418017[  5]  65.00-66.00  sec  93.1 MBytes   781 Mbits/sec   45    615 KBytes       
1706418018[  5]  66.00-67.00  sec  93.2 MBytes   782 Mbits/sec    0    724 KBytes       
1706418019[  5]  67.00-68.00  sec  93.0 MBytes   780 Mbits/sec   36    619 KBytes       
1706418020[  5]  68.00-69.00  sec  93.1 MBytes   781 Mbits/sec    0    727 KBytes       
1706418021[  5]  69.00-70.00  sec  93.2 MBytes   782 Mbits/sec   45    621 KBytes       
1706418022[  5]  70.00-71.00  sec  93.0 MBytes   780 Mbits/sec    0    725 KBytes       
1706418023[  5]  71.00-72.00  sec  93.1 MBytes   781 Mbits/sec   45    615 KBytes       
1706418024[  5]  72.00-73.00  sec  93.1 MBytes   781 Mbits/sec    0    723 KBytes       
1706418025[  5]  73.00-74.00  sec  93.1 MBytes   781 Mbits/sec   45    618 KBytes       
1706418026[  5]  74.00-75.00  sec  93.0 MBytes   780 Mbits/sec    0    725 KBytes       
1706418027[  5]  75.00-76.00  sec  93.2 MBytes   782 Mbits/sec   14    615 KBytes       
1706418028[  5]  76.00-77.00  sec  93.4 MBytes   783 Mbits/sec    0    724 KBytes       
1706418029[  5]  77.00-78.00  sec  93.0 MBytes   780 Mbits/sec   37    618 KBytes       
1706418030[  5]  78.00-79.00  sec  93.2 MBytes   782 Mbits/sec    0    725 KBytes       
1706418031[  5]  79.00-80.00  sec  93.1 MBytes   781 Mbits/sec   25    617 KBytes       
1706418032[  5]  80.00-81.00  sec  93.1 MBytes   781 Mbits/sec    0    725 KBytes       
1706418033[  5]  81.00-82.00  sec  93.2 MBytes   782 Mbits/sec   26    615 KBytes       
1706418034[  5]  82.00-83.00  sec  93.0 MBytes   780 Mbits/sec    0    724 KBytes       
1706418035[  5]  83.00-84.00  sec  93.1 MBytes   781 Mbits/sec   31    618 KBytes       
1706418036[  5]  84.00-85.00  sec  93.1 MBytes   781 Mbits/sec    0    725 KBytes       
1706418037[  5]  85.00-86.00  sec  93.1 MBytes   781 Mbits/sec   41    619 KBytes       
1706418038[  5]  86.00-87.00  sec  93.2 MBytes   782 Mbits/sec    0    725 KBytes       
1706418039[  5]  87.00-88.00  sec  93.2 MBytes   782 Mbits/sec   45    621 KBytes       
1706418040[  5]  88.00-89.00  sec  93.2 MBytes   782 Mbits/sec    0    728 KBytes       
1706418041[  5]  89.00-90.00  sec  93.2 MBytes   782 Mbits/sec   45    621 KBytes       
1706418042[  5]  90.00-91.00  sec  93.0 MBytes   780 Mbits/sec    0    725 KBytes       
1706418043[  5]  91.00-92.00  sec  93.2 MBytes   782 Mbits/sec   45    626 KBytes       
1706418044[  5]  92.00-93.00  sec  93.0 MBytes   780 Mbits/sec    0    731 KBytes       
1706418045[  5]  93.00-94.00  sec  93.1 MBytes   781 Mbits/sec   45    625 KBytes       
1706418046[  5]  94.00-95.00  sec  93.1 MBytes   781 Mbits/sec    0    732 KBytes       
1706418047[  5]  95.00-96.00  sec  93.1 MBytes   781 Mbits/sec   45    626 KBytes       
1706418048[  5]  96.00-97.00  sec  93.0 MBytes   780 Mbits/sec    0    732 KBytes       
1706418049[  5]  97.00-98.00  sec  93.1 MBytes   781 Mbits/sec    2    632 KBytes       
1706418050[  5]  98.00-99.00  sec  93.0 MBytes   780 Mbits/sec    0    737 KBytes       
1706418051[  5]  99.00-100.00 sec  93.0 MBytes   780 Mbits/sec   45    634 KBytes       
1706418052[  5] 100.00-101.00 sec  93.0 MBytes   780 Mbits/sec    0    738 KBytes       
1706418053[  5] 101.00-102.00 sec  93.5 MBytes   784 Mbits/sec   45    635 KBytes       
1706418054[  5] 102.00-103.00 sec  93.2 MBytes   782 Mbits/sec    0    741 KBytes       
1706418055[  5] 103.00-104.00 sec  93.1 MBytes   781 Mbits/sec    7    636 KBytes       
1706418056[  5] 104.00-105.00 sec  93.1 MBytes   781 Mbits/sec    0    741 KBytes       
1706418057[  5] 105.00-106.00 sec  93.1 MBytes   781 Mbits/sec   45    638 KBytes       
1706418058[  5] 106.00-107.00 sec  93.1 MBytes   781 Mbits/sec   45    519 KBytes       
1706418059[  5] 107.00-108.00 sec  93.2 MBytes   782 Mbits/sec    0    642 KBytes       
1706418060[  5] 108.00-109.00 sec  93.1 MBytes   781 Mbits/sec    0    745 KBytes       
1706418061[  5] 109.00-110.00 sec  93.0 MBytes   780 Mbits/sec   45    642 KBytes       
1706418062[  5] 110.00-111.00 sec  93.2 MBytes   782 Mbits/sec   45    525 KBytes       
1706418063[  5] 111.00-112.00 sec  93.1 MBytes   781 Mbits/sec    0    646 KBytes       
1706418064[  5] 112.00-113.00 sec  93.2 MBytes   782 Mbits/sec   45    525 KBytes       
1706418065[  5] 113.00-114.00 sec  93.0 MBytes   780 Mbits/sec    0    649 KBytes       
1706418066[  5] 114.00-115.00 sec  93.1 MBytes   781 Mbits/sec   45    530 KBytes       
1706418067[  5] 115.00-116.00 sec  93.1 MBytes   781 Mbits/sec   81    523 KBytes       
1706418068[  5] 116.00-117.00 sec  93.1 MBytes   781 Mbits/sec    0    646 KBytes       
1706418069[  5] 117.00-118.00 sec  93.1 MBytes   781 Mbits/sec   45    529 KBytes       
1706418070[  5] 118.00-119.00 sec  93.1 MBytes   781 Mbits/sec    0    650 KBytes       
1706418071[  5] 119.00-120.00 sec  93.2 MBytes   782 Mbits/sec   45    533 KBytes       
1706418072[  5] 120.00-121.00 sec  93.2 MBytes   782 Mbits/sec    0    658 KBytes       
1706418073[  5] 121.00-122.00 sec  93.2 MBytes   782 Mbits/sec   45    540 KBytes       
1706418074[  5] 122.00-123.00 sec  93.1 MBytes   781 Mbits/sec    0    662 KBytes       
1706418075[  5] 123.00-124.00 sec  93.0 MBytes   780 Mbits/sec   45    546 KBytes       
1706418076[  5] 124.00-125.00 sec  93.1 MBytes   781 Mbits/sec    0    666 KBytes       
1706418077[  5] 125.00-126.00 sec  93.2 MBytes   782 Mbits/sec   45    549 KBytes       
1706418078[  5] 126.00-127.00 sec  93.1 MBytes   781 Mbits/sec    0    669 KBytes       
1706418079[  5] 127.00-128.00 sec  93.2 MBytes   782 Mbits/sec   45    549 KBytes       
1706418080[  5] 128.00-129.00 sec  93.2 MBytes   782 Mbits/sec    0    666 KBytes       
1706418081[  5] 129.00-130.00 sec  93.2 MBytes   782 Mbits/sec   45    540 KBytes       
