1706414707Connecting to host 11.11.11.16, port 5201
1706414708[  5] local 172.17.0.2 port 41796 connected to 11.11.11.16 port 5201
1706414709[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
1706417590[  5]   0.00-180.04 sec  16.4 GBytes   781 Mbits/sec                  receiver
1706417590
1706417590iperf Done.
1706417590Connecting to host 11.11.11.16, port 5201
1706417590[  5] local 172.17.0.2 port 58502 connected to 11.11.11.16 port 5201
1706417591[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
1706417591[  5]   0.00-1.00   sec  95.9 MBytes   804 Mbits/sec   90    667 KBytes       
1706417592[  5]   1.00-2.00   sec  93.2 MBytes   782 Mbits/sec   10    557 KBytes       
1706417593[  5]   2.00-3.00   sec  93.1 MBytes   781 Mbits/sec    0    673 KBytes       
1706417594[  5]   3.00-4.00   sec  93.1 MBytes   781 Mbits/sec   45    571 KBytes       
1706417595[  5]   4.00-5.00   sec  93.1 MBytes   781 Mbits/sec    0    684 KBytes       
1706417596[  5]   5.00-6.00   sec  93.1 MBytes   781 Mbits/sec   45    577 KBytes       
1706417597[  5]   6.00-7.00   sec  93.0 MBytes   780 Mbits/sec    0    690 KBytes       
1706417598[  5]   7.00-8.00   sec  93.2 MBytes   782 Mbits/sec   45    584 KBytes       
1706417599[  5]   8.00-9.00   sec  93.1 MBytes   781 Mbits/sec    0    697 KBytes       
1706417600[  5]   9.00-10.00  sec  93.0 MBytes   780 Mbits/sec   44    592 KBytes       
1706417601[  5]  10.00-11.00  sec  93.1 MBytes   781 Mbits/sec    0    704 KBytes       
1706417602[  5]  11.00-12.00  sec  93.4 MBytes   783 Mbits/sec   29    604 KBytes       
1706417603[  5]  12.00-13.00  sec  93.1 MBytes   781 Mbits/sec    0    713 KBytes       
1706417604[  5]  13.00-14.00  sec  93.2 MBytes   782 Mbits/sec   45    611 KBytes       
1706417605[  5]  14.00-15.00  sec  93.0 MBytes   780 Mbits/sec    0    717 KBytes       
1706417606[  5]  15.00-16.00  sec  93.1 MBytes   781 Mbits/sec   45    619 KBytes       
1706417607[  5]  16.00-17.00  sec  93.2 MBytes   782 Mbits/sec    0    727 KBytes       
1706417608[  5]  17.00-18.00  sec  93.1 MBytes   781 Mbits/sec    3    629 KBytes       
1706417609[  5]  18.00-19.00  sec  93.1 MBytes   781 Mbits/sec   42    516 KBytes       
1706417610[  5]  19.00-20.00  sec  93.2 MBytes   782 Mbits/sec    0    639 KBytes       
1706417611[  5]  20.00-21.00  sec  93.2 MBytes   782 Mbits/sec   45    525 KBytes       
1706417612[  5]  21.00-22.00  sec  93.1 MBytes   781 Mbits/sec    0    646 KBytes       
1706417613[  5]  22.00-23.00  sec  93.0 MBytes   780 Mbits/sec   45    532 KBytes       
1706417614[  5]  23.00-24.00  sec  93.2 MBytes   782 Mbits/sec    0    653 KBytes       
1706417615[  5]  24.00-25.00  sec  93.1 MBytes   781 Mbits/sec    4    540 KBytes       
1706417616[  5]  25.00-26.00  sec  93.4 MBytes   783 Mbits/sec    0    660 KBytes       
1706417617[  5]  26.00-27.00  sec  93.1 MBytes   781 Mbits/sec   45    544 KBytes       
1706417618[  5]  27.00-28.00  sec  93.2 MBytes   782 Mbits/sec    0    666 KBytes       
1706417619[  5]  28.00-29.00  sec  93.2 MBytes   782 Mbits/sec   30    551 KBytes       
1706417620[  5]  29.00-30.00  sec  93.2 MBytes   782 Mbits/sec    0    669 KBytes       
1706417621[  5]  30.00-31.00  sec  93.2 MBytes   782 Mbits/sec   45    560 KBytes       
1706417622[  5]  31.00-32.00  sec  93.1 MBytes   781 Mbits/sec    0    675 KBytes       
1706417623[  5]  32.00-33.00  sec  93.4 MBytes   783 Mbits/sec   45    573 KBytes       
1706417624[  5]  33.00-34.00  sec  93.0 MBytes   780 Mbits/sec    0    686 KBytes       
1706417625[  5]  34.00-35.00  sec  93.0 MBytes   780 Mbits/sec   45    578 KBytes       
1706417626[  5]  35.00-36.00  sec  93.1 MBytes   781 Mbits/sec    0    693 KBytes       
1706417627[  5]  36.00-37.00  sec  93.1 MBytes   781 Mbits/sec   16    583 KBytes       
1706417628[  5]  37.00-38.00  sec  93.1 MBytes   781 Mbits/sec    0    697 KBytes       
1706417629[  5]  38.00-39.00  sec  93.1 MBytes   781 Mbits/sec   31    590 KBytes       
1706417630[  5]  39.00-40.00  sec  93.4 MBytes   783 Mbits/sec    0    701 KBytes       
1706417631[  5]  40.00-41.00  sec  93.1 MBytes   781 Mbits/sec   45    604 KBytes       
1706417632[  5]  41.00-42.00  sec  93.1 MBytes   781 Mbits/sec   54    499 KBytes       
1706417633[  5]  42.00-43.00  sec  93.2 MBytes   782 Mbits/sec    0    628 KBytes       
1706417634[  5]  43.00-44.00  sec  93.1 MBytes   781 Mbits/sec   45    515 KBytes       
1706417635[  5]  44.00-45.00  sec  93.1 MBytes   781 Mbits/sec    0    641 KBytes       
1706417636[  5]  45.00-46.00  sec  93.1 MBytes   781 Mbits/sec   45    523 KBytes       
1706417637[  5]  46.00-47.00  sec  93.1 MBytes   781 Mbits/sec    0    646 KBytes       
1706417638[  5]  47.00-48.00  sec  93.1 MBytes   781 Mbits/sec   45    533 KBytes       
1706417639[  5]  48.00-49.00  sec  93.1 MBytes   781 Mbits/sec    0    655 KBytes       
1706417640[  5]  49.00-50.00  sec  93.2 MBytes   782 Mbits/sec   45    540 KBytes       
1706417641[  5]  50.00-51.00  sec  93.2 MBytes   782 Mbits/sec    0    662 KBytes       
1706417642[  5]  51.00-52.00  sec  93.1 MBytes   781 Mbits/sec   45    556 KBytes       
1706417643[  5]  52.00-53.00  sec  93.1 MBytes   781 Mbits/sec    0    675 KBytes       
1706417644[  5]  53.00-54.00  sec  93.2 MBytes   782 Mbits/sec   45    568 KBytes       
1706417645[  5]  54.00-55.00  sec  93.0 MBytes   780 Mbits/sec    0    684 KBytes       
1706417646[  5]  55.00-56.00  sec  93.2 MBytes   782 Mbits/sec   45    574 KBytes       
1706417647[  5]  56.00-57.00  sec  93.1 MBytes   781 Mbits/sec    0    689 KBytes       
1706417648[  5]  57.00-58.00  sec  93.2 MBytes   782 Mbits/sec   45    581 KBytes       
1706417649[  5]  58.00-59.00  sec  93.0 MBytes   780 Mbits/sec    0    694 KBytes       
1706417650[  5]  59.00-60.00  sec  93.0 MBytes   780 Mbits/sec   39    595 KBytes       
1706417651[  5]  60.00-61.00  sec  93.2 MBytes   782 Mbits/sec    0    704 KBytes       
1706417652[  5]  61.00-62.00  sec  93.2 MBytes   782 Mbits/sec   45    604 KBytes       
1706417653[  5]  62.00-63.00  sec  93.4 MBytes   783 Mbits/sec    0    714 KBytes       
1706417654[  5]  63.00-64.00  sec  93.4 MBytes   783 Mbits/sec   45    617 KBytes       
1706417655[  5]  64.00-65.00  sec  93.0 MBytes   780 Mbits/sec    0    725 KBytes       
1706417656[  5]  65.00-66.00  sec  93.2 MBytes   782 Mbits/sec   45    624 KBytes       
1706417657[  5]  66.00-67.00  sec  93.1 MBytes   781 Mbits/sec   43    510 KBytes       
1706417658[  5]  67.00-68.00  sec  93.2 MBytes   782 Mbits/sec    0    634 KBytes       
1706417659[  5]  68.00-69.00  sec  93.1 MBytes   781 Mbits/sec   45    518 KBytes       
1706417660[  5]  69.00-70.00  sec  93.2 MBytes   782 Mbits/sec    0    641 KBytes       
1706417661[  5]  70.00-71.00  sec  93.1 MBytes   781 Mbits/sec   23    526 KBytes       
1706417662[  5]  71.00-72.00  sec  93.2 MBytes   782 Mbits/sec    0    650 KBytes       
1706417663[  5]  72.00-73.00  sec  93.2 MBytes   782 Mbits/sec   29    536 KBytes       
1706417664[  5]  73.00-74.00  sec  93.1 MBytes   781 Mbits/sec    0    659 KBytes       
1706417665[  5]  74.00-75.00  sec  92.8 MBytes   778 Mbits/sec  266    544 KBytes       
1706417666[  5]  75.00-76.00  sec  93.0 MBytes   780 Mbits/sec    0    663 KBytes       
1706417667[  5]  76.00-77.00  sec  93.1 MBytes   781 Mbits/sec   45    553 KBytes       
1706417668[  5]  77.00-78.00  sec  93.1 MBytes   781 Mbits/sec    0    672 KBytes       
1706417669[  5]  78.00-79.00  sec  93.4 MBytes   783 Mbits/sec   45    556 KBytes       
1706417670[  5]  79.00-80.00  sec  92.9 MBytes   779 Mbits/sec    0    675 KBytes       
1706417671[  5]  80.00-81.00  sec  93.0 MBytes   780 Mbits/sec   45    564 KBytes       
1706417672[  5]  81.00-82.00  sec  93.2 MBytes   782 Mbits/sec    0    680 KBytes       
1706417673[  5]  82.00-83.00  sec  93.1 MBytes   781 Mbits/sec   45    561 KBytes       
1706417674[  5]  83.00-84.00  sec  93.0 MBytes   780 Mbits/sec    0    679 KBytes       
1706417675[  5]  84.00-85.00  sec  93.2 MBytes   782 Mbits/sec   45    570 KBytes       
1706417676[  5]  85.00-86.00  sec  93.1 MBytes   781 Mbits/sec    0    686 KBytes       
1706417677[  5]  86.00-87.00  sec  93.1 MBytes   781 Mbits/sec   45    578 KBytes       
1706417678[  5]  87.00-88.00  sec  93.4 MBytes   783 Mbits/sec    0    693 KBytes       
1706417679[  5]  88.00-89.00  sec  93.2 MBytes   782 Mbits/sec   45    587 KBytes       
1706417680[  5]  89.00-90.00  sec  93.0 MBytes   780 Mbits/sec    0    700 KBytes       
1706417681[  5]  90.00-91.00  sec  93.1 MBytes   781 Mbits/sec   45    590 KBytes       
1706417682[  5]  91.00-92.00  sec  93.1 MBytes   781 Mbits/sec    0    703 KBytes       
1706417683[  5]  92.00-93.00  sec  93.1 MBytes   781 Mbits/sec   45    598 KBytes       
1706417684[  5]  93.00-94.00  sec  93.0 MBytes   780 Mbits/sec    0    710 KBytes       
1706417685[  5]  94.00-95.00  sec  93.1 MBytes   781 Mbits/sec   45    607 KBytes       
1706417686[  5]  95.00-96.00  sec  93.2 MBytes   782 Mbits/sec    0    716 KBytes       
1706417687[  5]  96.00-97.00  sec  93.1 MBytes   781 Mbits/sec   45    621 KBytes       
1706417688[  5]  97.00-98.00  sec  92.8 MBytes   778 Mbits/sec   45    547 KBytes       
1706417689[  5]  98.00-99.00  sec  93.6 MBytes   785 Mbits/sec    0    632 KBytes       
1706417690[  5]  99.00-100.00 sec  93.1 MBytes   781 Mbits/sec   45    515 KBytes       
1706417691[  5] 100.00-101.00 sec  93.2 MBytes   782 Mbits/sec    0    639 KBytes       
1706417692[  5] 101.00-102.00 sec  93.1 MBytes   781 Mbits/sec   38    519 KBytes       
1706417693[  5] 102.00-103.00 sec  93.2 MBytes   782 Mbits/sec    0    642 KBytes       
1706417694[  5] 103.00-104.00 sec  93.0 MBytes   780 Mbits/sec   45    519 KBytes       
1706417695[  5] 104.00-105.00 sec  93.4 MBytes   783 Mbits/sec    0    642 KBytes       
1706417696[  5] 105.00-106.00 sec  93.0 MBytes   780 Mbits/sec   45    525 KBytes       
1706417697[  5] 106.00-107.00 sec  93.1 MBytes   781 Mbits/sec    0    646 KBytes       
1706417698[  5] 107.00-108.00 sec  93.4 MBytes   783 Mbits/sec   45    533 KBytes       
1706417699[  5] 108.00-109.00 sec  93.4 MBytes   783 Mbits/sec    0    653 KBytes       
1706417700[  5] 109.00-110.00 sec  93.2 MBytes   782 Mbits/sec   45    539 KBytes       
1706417701[  5] 110.00-111.00 sec  93.1 MBytes   781 Mbits/sec    0    658 KBytes       
1706417702[  5] 111.00-112.00 sec  93.1 MBytes   781 Mbits/sec   45    540 KBytes       
1706417703[  5] 112.00-113.00 sec  93.2 MBytes   782 Mbits/sec    0    663 KBytes       
1706417704[  5] 113.00-114.00 sec  93.0 MBytes   780 Mbits/sec   45    553 KBytes       
1706417705[  5] 114.00-115.00 sec  93.2 MBytes   782 Mbits/sec    0    670 KBytes       
1706417706[  5] 115.00-116.00 sec  93.2 MBytes   782 Mbits/sec   45    559 KBytes       
1706417707[  5] 116.00-117.00 sec  93.4 MBytes   783 Mbits/sec    0    677 KBytes       
1706417708[  5] 117.00-118.00 sec  93.1 MBytes   781 Mbits/sec   45    571 KBytes       
1706417709[  5] 118.00-119.00 sec  93.1 MBytes   781 Mbits/sec    0    686 KBytes       
1706417710[  5] 119.00-120.00 sec  93.1 MBytes   781 Mbits/sec   45    574 KBytes       
1706417711[  5] 120.00-121.00 sec  93.0 MBytes   780 Mbits/sec    0    686 KBytes       
1706417712[  5] 121.00-122.00 sec  93.1 MBytes   781 Mbits/sec    2    570 KBytes       
1706417713[  5] 122.00-123.00 sec  93.0 MBytes   780 Mbits/sec    0    684 KBytes       
1706417714[  5] 123.00-124.00 sec  93.0 MBytes   780 Mbits/sec  156    437 KBytes       
1706417715[  5] 124.00-125.00 sec  93.2 MBytes   782 Mbits/sec    0    577 KBytes       
1706417716[  5] 125.00-126.00 sec  93.0 MBytes   780 Mbits/sec    0    691 KBytes       
1706417717[  5] 126.00-127.00 sec  93.2 MBytes   782 Mbits/sec   45    583 KBytes       
1706417718[  5] 127.00-128.00 sec  93.2 MBytes   782 Mbits/sec    0    696 KBytes       
1706417719[  5] 128.00-129.00 sec  93.1 MBytes   781 Mbits/sec   45    594 KBytes       
1706417720[  5] 129.00-130.00 sec  93.2 MBytes   782 Mbits/sec    0    707 KBytes       
1706417721[  5] 130.00-131.00 sec  93.2 MBytes   782 Mbits/sec   45    604 KBytes       
1706417722[  5] 131.00-132.00 sec  93.1 MBytes   781 Mbits/sec    0    714 KBytes       
1706417723[  5] 132.00-133.00 sec  93.2 MBytes   782 Mbits/sec   45    612 KBytes       
1706417724[  5] 133.00-134.00 sec  93.2 MBytes   782 Mbits/sec    0    721 KBytes       
1706417725[  5] 134.00-135.00 sec  93.1 MBytes   781 Mbits/sec   45    622 KBytes       
1706417726[  5] 135.00-136.00 sec  93.1 MBytes   781 Mbits/sec    0    730 KBytes       
1706417727[  5] 136.00-137.00 sec  93.4 MBytes   783 Mbits/sec   45    624 KBytes       
1706417728[  5] 137.00-138.00 sec  92.8 MBytes   778 Mbits/sec   45    512 KBytes       
1706417729[  5] 138.00-139.00 sec  93.9 MBytes   787 Mbits/sec    0    635 KBytes       
1706417730[  5] 139.00-140.00 sec  93.2 MBytes   782 Mbits/sec   45    519 KBytes       
1706417731[  5] 140.00-141.00 sec  93.1 MBytes   781 Mbits/sec    0    641 KBytes       
1706417732[  5] 141.00-142.00 sec  93.2 MBytes   782 Mbits/sec    0    745 KBytes       
1706417733[  5] 142.00-143.00 sec  93.2 MBytes   782 Mbits/sec   45    638 KBytes       
1706417734[  5] 143.00-144.00 sec  93.1 MBytes   781 Mbits/sec    0    742 KBytes       
1706417735[  5] 144.00-145.00 sec  93.1 MBytes   781 Mbits/sec   45    639 KBytes       
1706417736[  5] 145.00-146.00 sec  93.2 MBytes   782 Mbits/sec   11    522 KBytes       
1706417737[  5] 146.00-147.00 sec  93.2 MBytes   782 Mbits/sec    0    645 KBytes       
1706417738[  5] 147.00-148.00 sec  93.2 MBytes   782 Mbits/sec   45    533 KBytes       
1706417739[  5] 148.00-149.00 sec  93.2 MBytes   782 Mbits/sec    0    655 KBytes       
1706417740[  5] 149.00-150.00 sec  93.2 MBytes   782 Mbits/sec   45    540 KBytes       
1706417741[  5] 150.00-151.00 sec  93.2 MBytes   782 Mbits/sec    0    662 KBytes       
1706417742[  5] 151.00-152.00 sec  93.0 MBytes   780 Mbits/sec   45    540 KBytes       
1706417743[  5] 152.00-153.00 sec  93.2 MBytes   782 Mbits/sec    0    659 KBytes       
1706417744[  5] 153.00-154.00 sec  93.1 MBytes   781 Mbits/sec   45    547 KBytes       
1706417745[  5] 154.00-155.00 sec  93.1 MBytes   781 Mbits/sec    0    667 KBytes       
1706417746[  5] 155.00-156.00 sec  93.1 MBytes   781 Mbits/sec   45    560 KBytes       
1706417747[  5] 156.00-157.00 sec  93.0 MBytes   780 Mbits/sec    0    676 KBytes       
1706417748[  5] 157.00-158.00 sec  93.4 MBytes   783 Mbits/sec   45    571 KBytes       
1706417749[  5] 158.00-159.00 sec  93.0 MBytes   780 Mbits/sec    0    686 KBytes       
1706417750[  5] 159.00-160.00 sec  93.1 MBytes   781 Mbits/sec   40    578 KBytes       
1706417751[  5] 160.00-161.00 sec  93.1 MBytes   781 Mbits/sec    0    691 KBytes       
1706417752[  5] 161.00-162.00 sec  93.2 MBytes   782 Mbits/sec   45    587 KBytes       
1706417753[  5] 162.00-163.00 sec  93.2 MBytes   782 Mbits/sec    0    697 KBytes       
1706417754[  5] 163.00-164.00 sec  93.2 MBytes   782 Mbits/sec   37    601 KBytes       
1706417755[  5] 164.00-165.00 sec  93.2 MBytes   782 Mbits/sec    0    710 KBytes       
1706417756[  5] 165.00-166.00 sec  93.1 MBytes   781 Mbits/sec   38    604 KBytes       
1706417757[  5] 166.00-167.00 sec  93.2 MBytes   782 Mbits/sec    0    714 KBytes       
1706417758[  5] 167.00-168.00 sec  93.1 MBytes   781 Mbits/sec   45    612 KBytes       
1706417759[  5] 168.00-169.00 sec  93.2 MBytes   782 Mbits/sec    0    723 KBytes       
1706417760[  5] 169.00-170.00 sec  93.2 MBytes   782 Mbits/sec   22    622 KBytes       
1706417761[  5] 170.00-171.00 sec  93.1 MBytes   781 Mbits/sec    0    728 KBytes       
1706417762[  5] 171.00-172.00 sec  93.1 MBytes   781 Mbits/sec   24    629 KBytes       
1706417763[  5] 172.00-173.00 sec  93.1 MBytes   781 Mbits/sec   45    516 KBytes       
1706417764[  5] 173.00-174.00 sec  93.0 MBytes   780 Mbits/sec    0    641 KBytes       
1706417765[  5] 174.00-175.00 sec  93.2 MBytes   782 Mbits/sec   45    523 KBytes       
1706417766[  5] 175.00-176.00 sec  93.2 MBytes   782 Mbits/sec    0    648 KBytes       
1706417767[  5] 176.00-177.00 sec  93.2 MBytes   782 Mbits/sec   45    533 KBytes       
1706417768[  5] 177.00-178.00 sec  93.1 MBytes   781 Mbits/sec    0    653 KBytes       
1706417769[  5] 178.00-179.00 sec  93.2 MBytes   782 Mbits/sec   45    535 KBytes       
1706417771[  5] 179.00-180.00 sec  93.0 MBytes   780 Mbits/sec    0    655 KBytes       
1706417771- - - - - - - - - - - - - - - - - - - - - - - - -
1706417771[ ID] Interval           Transfer     Bitrate         Retr
1706417771[  5]   0.00-180.00 sec  16.4 GBytes   782 Mbits/sec  4181             sender
1706417771[  5]   0.00-180.04 sec  16.4 GBytes   781 Mbits/sec                  receiver
1706417771
1706417771iperf Done.
1706417771Connecting to host 11.11.11.16, port 5201
1706417771[  5] local 172.17.0.2 port 40380 connected to 11.11.11.16 port 5201
1706417772[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
1706417772[  5]   0.00-1.00   sec  95.8 MBytes   804 Mbits/sec   62    673 KBytes       
1706417773[  5]   1.00-2.00   sec  93.1 MBytes   781 Mbits/sec   41    547 KBytes       
1706417774[  5]   2.00-3.00   sec  93.1 MBytes   781 Mbits/sec    0    666 KBytes       
1706417775[  5]   3.00-4.00   sec  93.4 MBytes   783 Mbits/sec   45    550 KBytes       
1706417776[  5]   4.00-5.00   sec  93.1 MBytes   781 Mbits/sec    0    667 KBytes       
1706417777[  5]   5.00-6.00   sec  93.2 MBytes   782 Mbits/sec   45    546 KBytes       
1706417778[  5]   6.00-7.00   sec  93.1 MBytes   781 Mbits/sec    0    666 KBytes       
1706417779[  5]   7.00-8.00   sec  93.2 MBytes   782 Mbits/sec   21    547 KBytes       
1706417780[  5]   8.00-9.00   sec  93.2 MBytes   782 Mbits/sec    0    666 KBytes       
1706417781[  5]   9.00-10.00  sec  93.2 MBytes   782 Mbits/sec   45    553 KBytes       
1706417782[  5]  10.00-11.00  sec  93.1 MBytes   781 Mbits/sec    0    669 KBytes       
1706417783[  5]  11.00-12.00  sec  93.1 MBytes   781 Mbits/sec    9    550 KBytes       
1706417784[  5]  12.00-13.00  sec  93.2 MBytes   782 Mbits/sec    0    667 KBytes       
1706417785[  5]  13.00-14.00  sec  93.1 MBytes   781 Mbits/sec   45    547 KBytes       
1706417786[  5]  14.00-15.00  sec  93.2 MBytes   782 Mbits/sec    0    666 KBytes       
1706417787[  5]  15.00-16.00  sec  93.1 MBytes   781 Mbits/sec   31    535 KBytes       
1706417788[  5]  16.00-17.00  sec  93.1 MBytes   781 Mbits/sec    0    658 KBytes       
1706417789[  5]  17.00-18.00  sec  93.2 MBytes   782 Mbits/sec    0    759 KBytes       
1706417790[  5]  18.00-19.00  sec  93.2 MBytes   782 Mbits/sec   45    650 KBytes       
1706417791[  5]  19.00-20.00  sec  93.1 MBytes   781 Mbits/sec   44    526 KBytes       
1706417792[  5]  20.00-21.00  sec  93.1 MBytes   781 Mbits/sec    0    646 KBytes       
1706417793[  5]  21.00-22.00  sec  93.2 MBytes   782 Mbits/sec   45    525 KBytes       
1706417794[  5]  22.00-23.00  sec  93.2 MBytes   782 Mbits/sec    0    648 KBytes       
1706417795[  5]  23.00-24.00  sec  93.2 MBytes   782 Mbits/sec   45    527 KBytes       
1706417796[  5]  24.00-25.00  sec  93.2 MBytes   782 Mbits/sec    0    649 KBytes       
1706417797[  5]  25.00-26.00  sec  93.1 MBytes   781 Mbits/sec    0    752 KBytes       
1706417798[  5]  26.00-27.00  sec  93.1 MBytes   781 Mbits/sec   45    643 KBytes       
1706417799[  5]  27.00-28.00  sec  93.1 MBytes   781 Mbits/sec    0    747 KBytes       
1706417800[  5]  28.00-29.00  sec  93.1 MBytes   781 Mbits/sec   45    641 KBytes       
1706417801[  5]  29.00-30.00  sec  92.9 MBytes   779 Mbits/sec   36    520 KBytes       
1706417802[  5]  30.00-31.00  sec  93.4 MBytes   783 Mbits/sec    0    641 KBytes       
1706417803[  5]  31.00-32.00  sec  92.5 MBytes   776 Mbits/sec   45    522 KBytes       
1706417804[  5]  32.00-33.00  sec  93.8 MBytes   786 Mbits/sec    0    642 KBytes       
1706417805[  5]  33.00-34.00  sec  93.0 MBytes   780 Mbits/sec    0    747 KBytes       
1706417806[  5]  34.00-35.00  sec  93.1 MBytes   781 Mbits/sec   45    643 KBytes       
1706417807[  5]  35.00-36.00  sec  93.1 MBytes   781 Mbits/sec   43    523 KBytes       
1706417808[  5]  36.00-37.00  sec  93.2 MBytes   782 Mbits/sec    0    646 KBytes       
1706417809[  5]  37.00-38.00  sec  93.1 MBytes   781 Mbits/sec   45    525 KBytes       
1706417810[  5]  38.00-39.00  sec  93.1 MBytes   781 Mbits/sec    0    646 KBytes       
1706417811[  5]  39.00-40.00  sec  93.2 MBytes   782 Mbits/sec   45    525 KBytes       
1706417812[  5]  40.00-41.00  sec  93.2 MBytes   782 Mbits/sec    0    649 KBytes       
1706417813[  5]  41.00-42.00  sec  93.1 MBytes   781 Mbits/sec   44    526 KBytes       
1706417814[  5]  42.00-43.00  sec  93.1 MBytes   781 Mbits/sec    0    646 KBytes       
1706417815[  5]  43.00-44.00  sec  93.2 MBytes   782 Mbits/sec   39    530 KBytes       
1706417816[  5]  44.00-45.00  sec  93.1 MBytes   781 Mbits/sec    0    653 KBytes       
1706417817[  5]  45.00-46.00  sec  93.1 MBytes   781 Mbits/sec   27    532 KBytes       
1706417818[  5]  46.00-47.00  sec  93.2 MBytes   782 Mbits/sec    0    652 KBytes       
1706417819[  5]  47.00-48.00  sec  93.0 MBytes   780 Mbits/sec   31    536 KBytes       
1706417820[  5]  48.00-49.00  sec  93.0 MBytes   780 Mbits/sec    0    656 KBytes       
1706417821[  5]  49.00-50.00  sec  93.2 MBytes   782 Mbits/sec   45    539 KBytes       
1706417822[  5]  50.00-51.00  sec  93.1 MBytes   781 Mbits/sec    0    658 KBytes       
1706417823[  5]  51.00-52.00  sec  93.2 MBytes   782 Mbits/sec   45    546 KBytes       
1706417824[  5]  52.00-53.00  sec  93.1 MBytes   781 Mbits/sec    0    667 KBytes       
1706417825[  5]  53.00-54.00  sec  93.0 MBytes   780 Mbits/sec   45    544 KBytes       
1706417826[  5]  54.00-55.00  sec  93.1 MBytes   781 Mbits/sec    0    665 KBytes       
1706417827[  5]  55.00-56.00  sec  93.0 MBytes   780 Mbits/sec   45    544 KBytes       
1706417828[  5]  56.00-57.00  sec  93.2 MBytes   782 Mbits/sec    0    662 KBytes       
1706417829[  5]  57.00-58.00  sec  93.1 MBytes   781 Mbits/sec   45    543 KBytes       
1706417830[  5]  58.00-59.00  sec  93.2 MBytes   782 Mbits/sec    0    663 KBytes       
1706417831[  5]  59.00-60.00  sec  93.2 MBytes   782 Mbits/sec   45    544 KBytes       
1706417832[  5]  60.00-61.00  sec  93.1 MBytes   781 Mbits/sec    0    665 KBytes       
1706417833[  5]  61.00-62.00  sec  93.2 MBytes   782 Mbits/sec   45    549 KBytes       
1706417834[  5]  62.00-63.00  sec  93.1 MBytes   781 Mbits/sec    0    667 KBytes       
1706417835[  5]  63.00-64.00  sec  93.2 MBytes   782 Mbits/sec   45    546 KBytes       
1706417836[  5]  64.00-65.00  sec  93.1 MBytes   781 Mbits/sec    0    666 KBytes       
1706417837[  5]  65.00-66.00  sec  93.1 MBytes   781 Mbits/sec    6    556 KBytes       
1706417838[  5]  66.00-67.00  sec  92.1 MBytes   773 Mbits/sec  185    508 KBytes       
1706417839[  5]  67.00-68.00  sec  93.1 MBytes   781 Mbits/sec    0    634 KBytes       
1706417840[  5]  68.00-69.00  sec  93.0 MBytes   780 Mbits/sec    0    738 KBytes       
1706417841[  5]  69.00-70.00  sec  93.2 MBytes   782 Mbits/sec   45    636 KBytes       
1706417842[  5]  70.00-71.00  sec  93.1 MBytes   781 Mbits/sec    0    741 KBytes       
1706417843[  5]  71.00-72.00  sec  93.0 MBytes   780 Mbits/sec   14    638 KBytes       
1706417844[  5]  72.00-73.00  sec  93.2 MBytes   782 Mbits/sec    0    742 KBytes       
1706417845[  5]  73.00-74.00  sec  93.1 MBytes   781 Mbits/sec   45    631 KBytes       
1706417846[  5]  74.00-75.00  sec  93.2 MBytes   782 Mbits/sec    0    735 KBytes       
1706417847[  5]  75.00-76.00  sec  93.2 MBytes   782 Mbits/sec   45    626 KBytes       
1706417848[  5]  76.00-77.00  sec  93.4 MBytes   783 Mbits/sec    0    731 KBytes       
1706417849[  5]  77.00-78.00  sec  93.1 MBytes   781 Mbits/sec   45    632 KBytes       
1706417850[  5]  78.00-79.00  sec  93.1 MBytes   781 Mbits/sec   45    516 KBytes       
1706417851[  5]  79.00-80.00  sec  93.1 MBytes   781 Mbits/sec    0    639 KBytes       
1706417852[  5]  80.00-81.00  sec  93.1 MBytes   781 Mbits/sec    0    742 KBytes       
1706417853[  5]  81.00-82.00  sec  93.4 MBytes   783 Mbits/sec   45    641 KBytes       
1706417854[  5]  82.00-83.00  sec  93.1 MBytes   781 Mbits/sec   45    527 KBytes       
1706417855[  5]  83.00-84.00  sec  93.2 MBytes   782 Mbits/sec    0    648 KBytes       
1706417856[  5]  84.00-85.00  sec  93.0 MBytes   780 Mbits/sec   45    529 KBytes       
1706417857[  5]  85.00-86.00  sec  93.2 MBytes   782 Mbits/sec    0    649 KBytes       
1706417858[  5]  86.00-87.00  sec  93.0 MBytes   780 Mbits/sec   45    533 KBytes       
1706417859[  5]  87.00-88.00  sec  93.1 MBytes   781 Mbits/sec    0    652 KBytes       
1706417860[  5]  88.00-89.00  sec  93.1 MBytes   781 Mbits/sec   45    533 KBytes       
1706417861[  5]  89.00-90.00  sec  93.1 MBytes   781 Mbits/sec    0    653 KBytes       
1706417862[  5]  90.00-91.00  sec  93.2 MBytes   782 Mbits/sec   45    535 KBytes       
1706417863[  5]  91.00-92.00  sec  93.2 MBytes   782 Mbits/sec    0    655 KBytes       
1706417864[  5]  92.00-93.00  sec  93.0 MBytes   780 Mbits/sec   40    542 KBytes       
1706417865[  5]  93.00-94.00  sec  93.2 MBytes   782 Mbits/sec    0    660 KBytes       
1706417866[  5]  94.00-95.00  sec  92.5 MBytes   776 Mbits/sec  188    590 KBytes       
